title,Year,bedrooms,district,unit_price,transaction_date
沧州路160弄,1993年建板楼,l2,yangpu,58071,2021.01.04
民星住宅小区,1993年建塔楼,l3,yangpu,57680,2021.05.19
市光三村,1995年建板楼,l3,yangpu,59953,2021.05.17
民星住宅小区,1991年建塔楼,l3,yangpu,53023,2021.04.25
工农三村,1992年建板楼,l3,yangpu,59069,2021.01.03
民星住宅小区,1991年建塔楼,l3,yangpu,50784,2020.12.20
松花江路95弄,1996年建板楼,l3,yangpu,53246,2020.12.19
长海二村,1994年建板楼,l3,yangpu,59221,2020.09.03
黄兴路18号,1997年建塔楼,l3,yangpu,52922,2020.08.30
凤城五村,1987年建板楼,l3,yangpu,59480,2020.08.22
城市方园,2011年建板楼,l3,yangpu,51438,2020.08.14
控江二村107弄小区,1996年建板楼,l3,yangpu,51349,2020.07.09
明园公寓,1994年建塔楼,l3,yangpu,59971,2020.05.31
松花江路95弄,1998年建板楼,l3,yangpu,55934,2020.05.21
航天小区,1990年建板楼,l3,yangpu,58556,2020.05.10
城市方园,2011年建板楼,l3,yangpu,48834,2020.05.10
长海一村,1995年建板楼,l3,yangpu,56173,2020.05.05
鞍山四村第二小区,1997年建板楼,l3,yangpu,67625,2020.04.13
浣纱三村,1997年建板楼,l3,yangpu,60246,2020.04.12
城市方园,2011年建板楼,l3,yangpu,47587,2020.04.06
国定路600弄,1991年建板楼,l3,yangpu,57941,2020.04.05
凤城三村西区,2011年建板楼,l3,yangpu,57356,2020.03.21
翔殷三村,1999年建板楼,l3,yangpu,56738,2020.03.16
仁德路67弄10支弄,1997年建板楼,l3,yangpu,58150,2020.03.01
控江四村,1987年建板楼,l3,yangpu,57966,2020.01.06
浣纱三村,1995年建板楼,l3,yangpu,57948,2019.12.07
政立小区,1995年建板楼,l3,yangpu,57052,2019.11.23
翔殷三村,1999年建板楼,l3,yangpu,56389,2019.11.11
仁德路67弄10支弄,1997年建板楼,l3,yangpu,60137,2019.10.21
电大小区,1994年建板楼,l3,yangpu,50750,2019.09.22
复旦教师公寓,1996年建板楼,l3,yangpu,64044,2019.09.09
财大小区,1995年建板楼,l4,yangpu,59780,2018.06.30
长海三村,1994年建板楼,l4,yangpu,59289,2018.06.25
控江五村,1999年建板楼,l4,yangpu,53508,2018.06.19
控江东三村,1993年建板楼,l4,yangpu,58932,2018.04.28
创智坊(公寓),2006年建板楼,l4,yangpu,50560,2015.10.31
益民小区,1999年建塔楼,l2,yangpu,53776,2020.11.22
世界路91弄,2005年建板楼,l2,yangpu,54831,2020.11.08
工农四村星源绿苑,1996年建板楼,l2,yangpu,50568,2020.10.05
工农四村联银公寓,1999年建板楼,l2,yangpu,44220,2020.05.17
城市名园,2005年建板楼,l2,yangpu,47876,2020.03.18
工农新村小区,2001年建板楼,l2,yangpu,49536,2020.03.16
城市名园,2005年建板楼,l2,yangpu,46503,2020.03.14
福阳大厦,2003年建塔楼,l2,yangpu,50038,2020.01.04
昌大公寓,1998年建板楼,l2,yangpu,53978,2019.08.19
民星二村,1993年建塔楼,l2,yangpu,51631,2019.07.16
益民小区,1999年建塔楼,l2,yangpu,49183,2019.06.23
浣纱五村,1997年建塔楼,l2,yangpu,48689,2019.04.30
浣纱五村,1997年建塔楼,l2,yangpu,50916,2019.04.23
控江五村,1999年建板楼,l2,yangpu,49129,2019.03.31
城市名园,2005年建板楼,l2,yangpu,45752,2019.03.17
工农四村星源花苑,1999年建板楼,l2,yangpu,45819,2018.12.24
东方蓝海国际广场,2013年建塔楼,l2,yangpu,46685,2017.11.01
浣纱五村,1997年建塔楼,l2,yangpu,53778,2017.03.26
东方蓝海国际广场,2013年建塔楼,l2,yangpu,45284,2017.03.10
宏翔公寓,1999年建板楼,l2,yangpu,53409,2016.12.07
东田公寓,1999年建塔楼,l2,yangpu,50969,2016.10.15
海鹏苑,1997年建板楼,l2,yangpu,49575,2016.09.11
众和金融大厦,1998年建板楼,l2,yangpu,45706,2016.08.28
联升大厦,2000年建塔楼,l2,yangpu,49670,2016.08.28
松苑小区,1997年建板楼,l2,yangpu,49648,2016.08.28
城市庭园,2008年建板楼,l2,yangpu,49903,2016.08.27
工农四村星源绿苑,1996年建板楼,l2,yangpu,40113,2016.08.25
浣纱五村,1997年建塔楼,l2,yangpu,42174,2016.08.21
顺达苑,2002年建板楼,l2,yangpu,48480,2016.08.21
工农四村星源佳苑,2004年建板楼,l3,yangpu,52297,2020.11.05
开鲁一村,1991年建板楼,l3,yangpu,46606,2020.09.09
凤城二村,2003年建板楼,l3,yangpu,48213,2020.07.12
开鲁四村,1990年建板楼,l3,yangpu,45077,2020.03.29
民星二村,1993年建塔楼,l3,yangpu,49941,2019.11.10
潘阳小区,1997年建板楼,l3,yangpu,50050,2019.07.18
民星二村,1993年建塔楼,l3,yangpu,48330,2019.07.05
开鲁一村,1993年建板楼,l3,yangpu,46935,2019.03.31
金鹏花园,1998年建塔楼,l3,yangpu,47624,2019.01.28
凤城二村,1999年建板楼,l3,yangpu,47796,2018.11.14
凤城二村,2006年建板楼,l3,yangpu,46306,2018.11.03
凤城三村,1991年建板楼,l3,yangpu,47983,2018.07.30
凤城三村,1991年建板楼,l3,yangpu,47730,2018.07.20
市光一村,1991年建塔楼,l3,yangpu,54063,2017.09.21
民星二村,1993年建塔楼,l3,yangpu,48330,2017.09.09
宏翔公寓,1999年建板楼,l3,yangpu,51358,2017.08.30
怡佳苑,1994年建板楼,l3,yangpu,49346,2016.10.29
怡佳苑,1995年建板楼,l3,yangpu,51187,2016.09.25
世界路151弄,1997年建板楼,l3,yangpu,47550,2016.09.23
浣纱四村,1997年建板楼,l3,yangpu,54769,2016.08.31
世界路151弄,1997年建板楼,l3,yangpu,42191,2016.08.27
松花江路95弄,1997年建板楼,l3,yangpu,45643,2016.08.21
平凉小区,1998年建塔楼,l3,yangpu,42613,2016.08.12
双阳路50弄,1996年建塔楼,l3,yangpu,49838,2016.07.26
金鹏花园,1998年建塔楼,l3,yangpu,47413,2016.07.08
百兴花园,1997年建塔楼,l3,yangpu,41050,2016.06.25
翔殷路932弄,1983年建板楼,l3,yangpu,47940,2016.04.21
沪昌公寓,1998年建塔楼,l3,yangpu,44259,2016.03.25
南茶园,1995年建板楼,l3,yangpu,47981,2016.03.11
延吉大楼,1995年建板楼,l4,yangpu,43309,2016.07.31
泰鸿苑,2001年建板楼,l5,yangpu,46537,2015.07.02
长阳新苑,2000年建板楼,l1,yangpu,43142,2015.12.29
莱茵半岛,2002年建板楼,l1,yangpu,31942,2015.04.16
城市名园,2005年建板楼,l2,yangpu,43363,2020.04.13
国富苑,2000年建塔楼,l2,yangpu,37400,2016.03.31
城市名园,2005年建板楼,l2,yangpu,38846,2016.03.26
皇朝新城,2002年建塔楼,l2,yangpu,38684,2016.03.20
大居苑,1999年建板楼,l2,yangpu,38415,2016.02.02
绿景家苑,2000年建板楼,l2,yangpu,41045,2016.01.14
大运盛城,2006年建板楼,l2,yangpu,43112,2015.12.30
锦杨苑,1999年建塔楼,l2,yangpu,37850,2015.11.04
正文花园(二期),2003年建板楼,l2,yangpu,39973,2015.10.24
正文花园(二期),2003年建板楼,l2,yangpu,37272,2015.10.21
文化花园明珠苑,2001年建板楼,l2,yangpu,41512,2015.10.18
莱茵半岛,2002年建板楼,l2,yangpu,39083,2015.10.14
乾阳佳园,2004年建板楼,l2,yangpu,37068,2015.09.29
辽源一村,1983年建板楼,l2,yangpu,37594,2015.09.29
莱茵半岛,2002年建板楼,l2,yangpu,39778,2015.09.19
合生江湾国际公寓,2012年建板楼,l2,yangpu,43659,2015.09.14
文化花园明珠苑,2001年建板楼,l2,yangpu,39463,2015.09.05
合生江湾国际公寓,2012年建板楼,l2,yangpu,40058,2015.08.16
合生江湾国际公寓,2012年建板楼,l2,yangpu,41183,2015.08.09
财大公寓,2004年建板楼,l2,yangpu,39802,2015.08.09
新江湾城雍景苑,2006年建板楼,l2,yangpu,34179,2015.07.12
上海大花园,2004年建板楼,l2,yangpu,40435,2015.07.11
公园3000黄兴花园,2002年建板楼,l2,yangpu,39467,2015.07.05
合生江湾国际公寓,2012年建板楼,l2,yangpu,39779,2015.06.20
合生江湾国际公寓,2012年建板楼,l2,yangpu,40868,2015.06.14
合生江湾国际公寓,2010年建板楼,l2,yangpu,38694,2015.06.06
新江湾佳苑,2009年建板楼,l2,yangpu,36940,2015.05.10
合生江湾国际公寓,2012年建板楼,l2,yangpu,37178,2015.04.15
加州水郡,2010年建板楼,l2,yangpu,32939,2015.01.23
加州水郡,2010年建板楼,l2,yangpu,39422,2014.11.11
吉浦小区,1999年建塔楼,l3,yangpu,44657,2019.06.20
政通新苑,1999年建板楼,l3,yangpu,44055,2016.04.27
潘阳小区,1999年建板楼,l3,yangpu,40387,2016.04.08
控江路1200弄,2001年建板楼,l3,yangpu,35675,2016.03.09
长恒苑,1999年建板楼,l3,yangpu,40682,2016.03.06
海鹏公寓,1996年建板楼,l3,yangpu,36181,2016.03.04
翔殷四村,2003年建板楼,l3,yangpu,39683,2016.02.05
正文花园(二期),2003年建板楼,l3,yangpu,40991,2016.01.30
联升大厦,2000年建塔楼,l3,yangpu,34355,2016.01.30
皇朝新城,2002年建塔楼,l3,yangpu,35427,2016.01.09
锦杨苑,1998年建板楼,l3,yangpu,41595,2015.12.28
五彩星辰,2000年建板楼,l3,yangpu,36607,2015.12.27
海鹏公寓,1996年建板楼,l3,yangpu,34793,2015.12.20
政立苑,1998年建板楼,l3,yangpu,38134,2015.12.15
国和一村,1998年建板楼,l3,yangpu,34121,2015.12.10
三湘世纪花城,2001年建板楼,l3,yangpu,37396,2015.12.10
四季绿园,2000年建板楼,l3,yangpu,40836,2015.11.29
黄兴雅苑,2003年建板楼,l3,yangpu,38650,2015.11.20
城市庭园,2008年建板楼,l3,yangpu,35817,2015.11.14
南茶园,1995年建板楼,l3,yangpu,36031,2015.11.06
南茶园,1995年建板楼,l3,yangpu,35857,2015.11.03
翔殷心秀,2004年建板楼,l3,yangpu,38878,2015.10.21
文化花园香榭丽苑,1999年建板楼,l3,yangpu,35084,2015.10.11
望春都市家园,1999年建板楼,l3,yangpu,40795,2015.09.30
众和金融大厦,1998年建板楼,l3,yangpu,31489,2015.09.29
凯兴苑,2000年建板楼,l3,yangpu,36717,2015.09.23
宝钢又一村,1998年建板塔结合,l3,yangpu,36312,2015.08.26
文化花园园中苑,2001年建板楼,l3,yangpu,34290,2015.08.17
东方名城,2003年建板楼,l3,yangpu,40267,2015.08.16
众和新苑,1998年建板楼,l3,yangpu,38899,2015.08.15
国中公寓,1998年建塔楼,l2,yangpu,30333,2016.03.20
国中公寓,1998年建塔楼,l2,yangpu,30204,2016.01.29
国中公寓,1998年建塔楼,l2,yangpu,29628,2016.01.09
松花江路105号,2000年建塔楼,l2,yangpu,30609,2016.01.09
上海大花园,2004年建板楼,l3,yangpu,27211,2017.04.22
莱克大厦,1998年建塔楼,l3,yangpu,30877,2016.05.22
翔殷路352号,2001年建板楼,l3,yangpu,32680,2016.04.07
莱克大厦,1998年建塔楼,l3,yangpu,29505,2016.02.28
工农四村星源花苑,1999年建板楼,l3,yangpu,29012,2016.01.20
双阳公寓,2001年建板楼,l3,yangpu,33074,2016.01.12
帆升公寓,2003年建板楼,l3,yangpu,37478,2015.12.30
皇朝新城,2002年建塔楼,l3,yangpu,36453,2015.12.10
爱联大厦,1996年建塔楼,l3,yangpu,33975,2015.11.19
东方锦园,2006年建板楼,l3,yangpu,33115,2015.11.11
同济欣苑,2003年建板楼,l3,yangpu,35816,2015.11.07
莱克大厦,1998年建塔楼,l3,yangpu,30956,2015.10.28
乾阳佳园,2004年建板楼,l3,yangpu,36793,2015.10.14
翔殷四村,2003年建板楼,l3,yangpu,28617,2015.09.16
皇朝新城,1996年建塔楼,l3,yangpu,30356,2015.09.13
合生江湾国际公寓,2008年建板楼,l3,yangpu,35418,2015.05.24
合生江湾国际公寓,2007年建板楼,l3,yangpu,33663,2015.05.04
合生江湾国际公寓,2007年建板楼,l3,yangpu,34986,2015.03.29
合生江湾国际公寓,2007年建板楼,l3,yangpu,29742,2015.03.20
新江湾城雍景苑,2006年建板楼,l3,yangpu,33695,2015.01.18
涵碧景苑,2008年建板楼,l3,yangpu,35310,2014.12.30
合生江湾国际公寓,2007年建板楼,l3,yangpu,32108,2014.11.15
宝钢又一村,1999年建板楼,l3,yangpu,31357,2014.11.02
东森花园,2007年建板楼,l3,yangpu,34767,2014.09.14
合生江湾国际公寓,2012年建板楼,l3,yangpu,34570,2014.08.10
合生江湾国际公寓,2012年建板楼,l3,yangpu,34070,2014.07.27
九州花苑,1996年建塔楼,l4,yangpu,35186,2016.04.08
民富家园,2001年建板楼,l4,yangpu,35323,2015.09.30
文化花园香榭丽苑,1999年建板楼,l5,yangpu,33911,2015.11.04
国中公寓,1998年建塔楼,l3,yangpu,29371,2016.01.15
兰港大楼,1999年建塔楼,l3,yangpu,26336,2015.12.05
国中公寓,1998年建塔楼,l3,yangpu,26406,2015.09.25
国中公寓,1998年建塔楼,l3,yangpu,20414,2015.08.17
顺达苑,2002年建板楼,l4,yangpu,25809,2016.02.28
顺达苑,2002年建板楼,l4,yangpu,26096,2016.01.27
中原纪联小区,1999年建板楼,l4,yangpu,26586,2015.12.19
国和一村,1998年建板楼,l4,yangpu,27598,2015.11.13
大连西路40弄,1991年建塔楼,l1,yangpu,119316,2021.02.22
密云小区,1984年建板楼,l1,yangpu,132476,2021.01.14
东岸新里,2011年建板楼,l1,yangpu,96875,2021.06.04
佳龙花园,2005年建板楼,l1,yangpu,99970,2021.03.28
密云小区,1989年建塔楼,l1,yangpu,116900,2021.03.14
新凤城,2005年建塔楼,l1,yangpu,92538,2020.12.22
君欣豪庭,2009年建板楼,l1,yangpu,96177,2020.12.10
海上硕和城,2008年建板楼,l1,yangpu,94774,2020.12.07
新江湾时代花园,2000年建板楼,l1,yangpu,90954,2020.11.11
新江湾时代花园,2000年建板楼,l1,yangpu,90465,2020.11.09
佳龙花园,2004年建板楼,l1,yangpu,85372,2020.10.11
长白新城,2012年建板楼,l1,yangpu,84708,2020.10.08
新凤城,2005年建板楼,l1,yangpu,86319,2020.10.08
华润置地橡树湾,2009年建板楼,l1,yangpu,121745,2020.08.31
华润置地橡树湾,2009年建板楼,l1,yangpu,114961,2020.08.16
新江湾时代花园,2000年建板楼,l1,yangpu,89594,2020.08.11
新江湾佳苑,2010年建板楼,l1,yangpu,75382,2020.08.09
佳龙花园,2005年建板楼,l1,yangpu,83893,2020.07.20
佳龙花园,2005年建板楼,l1,yangpu,82749,2020.07.11
合生江湾国际公寓,2007年建板楼,l1,yangpu,89666,2020.06.27
佳龙花园,2004年建板楼,l1,yangpu,84909,2020.06.27
新江湾时代花园,2000年建板楼,l1,yangpu,87705,2020.06.10
海上海新城(公寓),2006年建板楼,l1,yangpu,81526,2020.05.18
建德国际公寓,2007年建板楼,l1,yangpu,85945,2020.05.03
华润置地橡树湾,2009年建板楼,l1,yangpu,95801,2020.04.08
新凤城,2005年建板楼,l1,yangpu,91295,2020.03.30
公园3000黄兴花园,2003年建板楼,l1,yangpu,83813,2020.03.28
建德国际公寓,2007年建板楼,l1,yangpu,81446,2019.11.18
佳龙花园,2005年建板楼,l1,yangpu,77992,2019.10.22
华润置地橡树湾,2009年建板楼,l1,yangpu,92929,2019.10.16
新凤城,2005年建塔楼,l1,yangpu,82919,2019.09.20
华润置地橡树湾,2009年建板楼,l1,yangpu,95543,2019.08.05
惠民路680弄,1990年建板楼,l2,yangpu,78952,2021.10.30
同济新村,1989年建板楼,l2,yangpu,100876,2021.09.26
恒阳花苑,2005年建板楼,l2,yangpu,95239,2021.09.25
公交新村,1995年建板楼,l2,yangpu,87593,2021.08.29
中环和乐苑,2014年建板楼,l2,yangpu,82116,2021.08.21
密云小区,1989年建塔楼,l2,yangpu,84442,2021.08.01
政通路311弄,1998年建板楼,l2,yangpu,86553,2021.07.03
文化名园,2003年建板楼,l2,yangpu,80947,2021.06.16
中环和乐苑,2014年建板楼,l2,yangpu,82773,2021.06.15
政通路118弄,1997年建板楼,l2,yangpu,88921,2021.05.10
明月坊,2013年建塔楼,l2,yangpu,83253,2021.05.09
兰州路511弄,1995年建板楼,l2,yangpu,87195,2021.05.04
彰武路120弄,1990年建塔楼,l2,yangpu,96171,2021.05.03
铁岭路110弄,1983年建板楼,l2,yangpu,85415,2021.05.02
图们新苑,2015年建板楼,l2,yangpu,80706,2021.04.27
大众花苑,1997年建板楼,l2,yangpu,78137,2021.04.25
图们新苑,2015年建塔楼,l2,yangpu,76136,2021.04.24
辽阳大楼,1996年建板塔结合,l2,yangpu,76846,2021.04.19
恒阳花苑,2005年建板楼,l2,yangpu,96448,2021.04.14
明月坊,2013年建塔楼,l2,yangpu,73657,2021.03.28
同济新村,1993年建板楼,l2,yangpu,109291,2021.03.28
中环和乐苑,2014年建板楼,l2,yangpu,75613,2021.03.21
中环和润苑,2013年建板楼,l2,yangpu,81845,2021.03.20
中环和乐苑,2014年建板楼,l2,yangpu,76643,2021.03.07
同济新村,1993年建板楼,l2,yangpu,104814,2021.01.15
密云小区,1989年建塔楼,l2,yangpu,87673,2021.01.15
明月坊,2013年建塔楼,l2,yangpu,81125,2021.01.13
同济新村,1997年建板楼,l2,yangpu,94053,2021.01.02
阜新路284弄,1988年建板楼,l2,yangpu,80694,2020.12.31
同济新村,1993年建板楼,l2,yangpu,99298,2020.12.28
同济新村,1989年建板楼,l3,yangpu,95451,2021.09.04
国和路611弄,1995年建板楼,l3,yangpu,76618,2021.06.24
同济新村,1979年建板楼,l3,yangpu,111603,2021.03.13
控江路1200弄,2001年建板楼,l3,yangpu,85080,2021.01.16
同济新村,1982年建板楼,l3,yangpu,106290,2021.01.10
同济新村,1993年建板楼,l3,yangpu,97896,2020.12.15
辽源四村,1982年建板楼,l3,yangpu,74107,2020.12.10
政肃路45弄,2002年建板楼,l3,yangpu,72224,2020.12.05
铁岭路50弄,1979年建板楼,l3,yangpu,79316,2020.11.10
公安公寓,1987年建塔楼,l3,yangpu,84039,2020.08.29
同济新村,1979年建板楼,l3,yangpu,82519,2020.08.14
辽源四村,1983年建板楼,l3,yangpu,72224,2020.07.26
同济新村,1981年建板楼,l3,yangpu,86587,2020.04.26
同济新村,1985年建板楼,l3,yangpu,86698,2020.03.28
同济新村,1982年建板楼,l3,yangpu,80264,2019.03.25
同济新村,1981年建板楼,l3,yangpu,80891,2018.10.08
同济新村,1985年建板楼,l3,yangpu,82040,2018.03.05
同济新村,1980年建板楼,l3,yangpu,79508,2017.10.22
同济新村,1982年建板楼,l3,yangpu,76641,2017.03.25
密云小区,1992年建板楼,l3,yangpu,82346,2017.03.25
同济新村,1980年建板楼,l3,yangpu,78292,2016.12.06
创智坊(公寓),2006年建板楼,l1,yangpu,86359,2021.01.18
海上海新城(公寓),2007年建板楼,l1,yangpu,94166,2020.10.24
珠江香樟园,2003年建板楼,l1,yangpu,78164,2020.10.08
海上海新城(公寓),2007年建板楼,l1,yangpu,90910,2020.07.28
新江湾城雍景苑,2008年建板楼,l1,yangpu,72507,2020.04.18
海上海新城(公寓),2007年建板楼,l1,yangpu,86436,2020.01.02
合生江湾国际公寓,2008年建板楼,l1,yangpu,83505,2019.10.07
新江湾城雍景苑,2008年建板楼,l1,yangpu,67478,2019.03.30
海尚佳园,2006年建板楼,l1,yangpu,77923,2019.03.25
佳龙花园,2004年建板楼,l1,yangpu,72733,2019.01.26
合生高尔夫公寓,2010年建板楼,l1,yangpu,80038,2018.12.31
泰鸿新苑,2006年建板楼,l1,yangpu,74141,2018.11.18
紫罗兰家苑,2005年建板楼,l1,yangpu,85829,2018.05.24
公园3000黄兴花园,2002年建板楼,l1,yangpu,85823,2018.04.24
海上海新城(公寓),2007年建板楼,l1,yangpu,84289,2018.04.13
公园3000黄兴花园,2002年建板楼,l1,yangpu,79741,2018.03.26
海上海新城(公寓),2007年建板楼,l1,yangpu,84025,2017.09.02
黄兴雅苑,2003年建板楼,l1,yangpu,77173,2017.07.30
公园3000黄兴花园,2002年建板楼,l1,yangpu,81093,2017.04.28
新凤城,2005年建板楼,l1,yangpu,69555,2016.10.31
泰鸿新苑,2006年建板楼,l1,yangpu,70580,2016.10.26
盛世豪园(二期),2014年建板楼,l1,yangpu,75321,2016.09.19
合生江湾国际公寓,2008年建板楼,l1,yangpu,75291,2016.07.23
大运盛城,2006年建板楼,l2,yangpu,81571,2021.11.10
辽源一村,1995年建板楼,l2,yangpu,80034,2021.11.09
安顺苑,1998年建板楼,l2,yangpu,82042,2021.10.27
浣纱五村,1997年建塔楼,l2,yangpu,66437,2021.10.24
康阳小区,1998年建板楼,l2,yangpu,79084,2021.10.23
万登花苑,1997年建板楼,l2,yangpu,91930,2021.10.23
紫华佳苑,2017年建板楼,l2,yangpu,91052,2021.10.22
新凤城,2005年建板楼,l2,yangpu,97894,2021.10.18
政民路150弄,1994年建板楼,l2,yangpu,68444,2021.10.17
安居花苑,1999年建板楼,l2,yangpu,74084,2021.09.30
浣纱四村,1996年建板楼,l2,yangpu,77358,2021.09.21
长白新城,2012年建板楼,l2,yangpu,93317,2021.09.20
殷行路296弄,1996年建板楼,l2,yangpu,58534,2021.09.19
阳明新城,1997年建塔楼,l2,yangpu,76624,2021.09.01
紫华欣苑,2016年建板楼,l2,yangpu,87423,2021.08.27
世和园,2003年建板楼,l2,yangpu,84158,2021.08.13
世和园,2003年建板楼,l2,yangpu,82751,2021.08.08
三峰大厦,1991年建塔楼,l2,yangpu,65030,2021.07.29
申通公寓,1996年建塔楼,l2,yangpu,70098,2021.07.21
市光一村,1994年建塔楼,l2,yangpu,60455,2021.07.14
舒兰公寓,1999年建板楼,l2,yangpu,68638,2021.07.10
明园大楼,1990年建塔楼,l2,yangpu,80433,2021.07.07
阳明新城,1997年建塔楼,l2,yangpu,77406,2021.07.07
中原路34弄,1998年建板楼,l2,yangpu,65748,2021.06.27
龙腾公寓,1999年建板楼,l2,yangpu,70755,2021.06.24
松益公寓,1995年建塔楼,l2,yangpu,63047,2021.06.23
世和园,2003年建板楼,l2,yangpu,86450,2021.06.20
龙腾公寓,1999年建板楼,l2,yangpu,71513,2021.06.10
怡福苑,2005年建塔楼,l2,yangpu,77971,2021.06.07
明昌公寓,1993年建塔楼,l3,yangpu,66635,2021.10.02
市光一村,1993年建塔楼,l3,yangpu,63243,2021.08.29
世界路117弄,1998年建板楼,l3,yangpu,61509,2021.08.06
民星路401号,1998年建板楼,l3,yangpu,59920,2021.07.10
幸福公寓,1998年建板楼,l3,yangpu,69599,2021.05.29
明园村小区,1978年建板楼,l3,yangpu,73340,2021.05.24
世和园,2003年建板楼,l3,yangpu,88434,2021.05.04
南茶园,1995年建板楼,l3,yangpu,73737,2021.04.30
市光路60弄,1993年建板楼,l3,yangpu,73707,2021.04.18
延吉七村,1987年建塔楼,l3,yangpu,67193,2021.04.08
延吉东路130弄,1983年建板楼,l3,yangpu,67410,2021.04.08
三门路358弄,1995年建板塔结合,l3,yangpu,63622,2021.04.04
江浦路1275弄,1986年建板楼,l3,yangpu,70461,2021.04.02
双辽支路70弄,1989年建板楼,l3,yangpu,75608,2021.03.31
控江东三村,1993年建板楼,l3,yangpu,72583,2021.03.24
国和路600弄,1996年建板楼,l3,yangpu,64349,2021.02.28
国和路605弄,1995年建板楼,l3,yangpu,61493,2021.02.25
水月坊,2011年建塔楼,l3,yangpu,70586,2021.01.16
仁德路67弄10支弄,1997年建板楼,l3,yangpu,63830,2021.01.02
翔殷路491弄,1993年建板楼,l3,yangpu,67979,2020.12.28
南茶园,1995年建板楼,l3,yangpu,73126,2020.12.28
浣纱三村,1997年建板楼,l3,yangpu,69562,2020.12.25
政通路100弄,1998年建板楼,l3,yangpu,63390,2020.12.19
南茶园,1995年建板楼,l3,yangpu,65162,2020.12.16
全家福家园,1999年建板楼,l3,yangpu,65925,2020.12.05
益晖新苑,2010年建板楼,l3,yangpu,72303,2020.12.02
明阳公寓,1994年建塔楼,l3,yangpu,58489,2020.11.13
新江湾时代花园,2000年建板楼,l3,yangpu,87063,2020.11.05
浣纱三村,1995年建板楼,l3,yangpu,65016,2020.10.25
南茶园,1995年建板楼,l3,yangpu,71852,2020.10.12
保利维拉家园,2011年建板楼,l4,yangpu,70639,2015.09.20
创智坊(公寓),2006年建板楼,l1,yangpu,66335,2018.06.27
海上硕和城,2008年建板楼,l1,yangpu,75347,2017.09.03
恒联新天地花园,2003年建板楼,l1,yangpu,52667,2015.09.06
兰馨苑(杨浦),2002年建板楼,l2,yangpu,75758,2021.11.22
海杨公寓,1999年建板楼,l2,yangpu,79887,2021.11.01
凤凰大楼,1998年建塔楼,l2,yangpu,59524,2021.10.13
吉浦小区,1996年建塔楼,l2,yangpu,63272,2021.08.28
控江路1200弄,2001年建板楼,l2,yangpu,66956,2021.06.26
伊格尔公寓,1997年建塔楼,l2,yangpu,57082,2021.06.21
眉州坊,1997年建板楼,l2,yangpu,71188,2021.06.15
益民小区,1999年建塔楼,l2,yangpu,67494,2021.06.12
伊格尔公寓,1997年建塔楼,l2,yangpu,57268,2021.06.07
引翔港小区,1989年建塔楼,l2,yangpu,58204,2021.06.06
益华小区,1996年建板楼,l2,yangpu,68155,2021.05.28
飞虹公寓,1997年建板楼,l2,yangpu,73264,2021.05.05
正文花园(一期),2000年建板楼,l2,yangpu,83149,2021.04.29
松苑小区,1997年建板楼,l2,yangpu,69756,2021.04.10
幸福公寓,1997年建板楼,l2,yangpu,66215,2021.03.21
眉州坊,1997年建板楼,l2,yangpu,67828,2021.03.16
政通新苑,1999年建板楼,l2,yangpu,70988,2021.03.16
城市庭园,2008年建板楼,l2,yangpu,63169,2021.03.10
宝钢又一村,1999年建板楼,l2,yangpu,74617,2021.02.01
星云苑,2007年建板楼,l2,yangpu,69387,2021.01.31
南茶园,1995年建板楼,l2,yangpu,68017,2021.01.27
益民小区,2004年建板楼,l2,yangpu,66716,2021.01.25
海杨公寓,2002年建塔楼,l2,yangpu,66927,2021.01.17
包头路902弄,1999年建板楼,l2,yangpu,55184,2021.01.10
华丰大楼,1997年建塔楼,l2,yangpu,62935,2021.01.08
安居花苑,1999年建板楼,l2,yangpu,65981,2021.01.07
银河苑,1997年建板楼,l2,yangpu,70560,2021.01.07
控江东三村,1993年建板楼,l2,yangpu,65552,2021.01.03
翔殷心秀,2004年建板楼,l2,yangpu,65438,2021.01.03
宏翔公寓,1999年建板楼,l3,yangpu,71429,2021.10.16
松花江路95弄,1996年建板楼,l3,yangpu,62945,2021.09.02
怡佳苑,1995年建板楼,l3,yangpu,68487,2021.07.30
开鲁二村,1996年建板楼,l3,yangpu,60000,2021.06.23
开鲁路286弄,1991年建塔楼,l3,yangpu,56247,2021.06.22
市光一村,1991年建塔楼,l3,yangpu,56339,2021.05.22
霍兰公寓,1994年建塔楼,l3,yangpu,71156,2021.05.13
民京路837弄,1997年建板楼,l3,yangpu,57938,2021.05.04
开鲁四村,1997年建板楼,l3,yangpu,68695,2021.04.18
民京路838弄,1996年建板楼,l3,yangpu,62910,2021.04.11
图们新苑,2015年建塔楼,l3,yangpu,67949,2021.03.30
怡福苑,2005年建塔楼,l3,yangpu,80980,2021.03.27
双辽路155弄,1996年建板楼,l3,yangpu,61002,2021.03.13
龙腾公寓,1999年建板楼,l3,yangpu,54543,2021.03.11
凤城二村,2006年建板楼,l3,yangpu,69394,2021.01.12
鞍山三村,2002年建板楼,l3,yangpu,71817,2021.01.10
银龙新村,1989年建板楼,l3,yangpu,68047,2021.01.03
工农四村五街坊,1997年建板楼,l3,yangpu,52332,2020.11.08
鞍山六村,1965年建板塔结合,l3,yangpu,61476,2020.10.03
怡福苑,2005年建塔楼,l3,yangpu,61454,2020.09.12
怡福苑,2005年建塔楼,l3,yangpu,66271,2020.09.12
