,title,build_time,price,unit_price,transaction_date,district,bedrooms
32429429,星福家园 3室2厅 98.86平米,高楼层(共6层) 2004年建板楼,536,54219,2021.06.27,baoshan,l3
32437483,宝山十村 3室2厅 99.69平米,低楼层(共6层) 1997年建板楼,540,54168,2021.06.20,baoshan,l3
32445538,中梁英伦印象(公寓) 3室2厅 91.14平米,低楼层(共11层) 2012年建板楼,505,55410,2021.06.16,baoshan,l3
32453594,远洋香奈 3室2厅 98.57平米,低楼层(共18层) 2014年建板楼,513,52045,2021.06.14,baoshan,l3
32461651,保利叶之林(三期) 3室2厅 102.79平米,低楼层(共14层) 2018年建板楼,640,62263,2021.06.07,baoshan,l3
32469709,保利叶上海(三期) 3室2厅 93.68平米,低楼层(共33层) 2012年建板楼,560,59736,2021.06.05,baoshan,l3
32477768,招商中环华府 3室2厅 98.27平米,高楼层(共17层) 2018年建板楼,698,71029,2021.05.30,baoshan,l3
32485828,保利叶之林(二期) 3室2厅 102.76平米,高楼层(共14层) 2015年建板楼,698,67926,2021.05.28,baoshan,l3
32493889,保利叶之林(三期) 3室2厅 104.07平米,中楼层(共13层) 板楼,668,64188,2021.05.16,baoshan,l3
32501951,淞南大八村 3室1厅 109.51平米,中楼层(共6层) 1994年建板楼,555,50681,2021.05.04,baoshan,l3
32510014,保利叶上海(三期) 3室2厅 94.79平米,高楼层(共33层) 2012年建板楼,520,54859,2021.05.03,baoshan,l3
32518078,保利叶之林(二期) 3室1厅 102.76平米,中楼层(共14层) 2016年建板楼,725,70553,2021.05.02,baoshan,l3
32526143,保利熙悦名邸 3室2厅 95.44平米,低楼层(共25层) 2018年建板楼,634,66430,2021.04.25,baoshan,l3
32534209,共康六村 3室2厅 91.53平米,低楼层(共6层) 1997年建板楼,520,56812,2021.04.25,baoshan,l3
32542276,保利熙悦名邸 3室2厅 99.16平米,高楼层(共25层) 2018年建板楼,689,69484,2021.04.25,baoshan,l3
32550344,中环一号(三期) 3室2厅 98.15平米,高楼层(共18层) 2015年建板楼,768,78248,2021.04.19,baoshan,l3
32558413,逸兴家园 3室2厅 106.2平米,中楼层(共6层) 2002年建板楼,562,52920,2021.04.16,baoshan,l3
32566483,大华二村 3室2厅 98.83平米,低楼层(共6层) 1997年建板楼,560,56663,2021.04.14,baoshan,l3
32574554,锦龙苑 3室2厅 103.6平米,中楼层(共6层) 2003年建板楼,525,50676,2021.04.14,baoshan,l3
32582626,民悦苑 3室2厅 95.72平米,低楼层(共6层) 1998年建板楼,510,53281,2021.04.11,baoshan,l3
32590699,当代高邸 4室2厅 91.12平米,高楼层(共6层) 2004年建板楼,515,56519,2020.10.08,baoshan,l4
32598773,金地艺境(宝山) 4室2厅 95.73平米,高楼层(共6层) 2012年建板楼,657,68631,2020.08.01,baoshan,l4
32606848,远洋香奈 4室4厅 94.56平米,低楼层(共18层) 2014年建板楼,533,56367,2019.08.07,baoshan,l4
32614924,嘉骏花苑 4室2厅 102.76平米,高楼层(共6层) 2002年建板楼,501,48755,2019.07.05,baoshan,l4
32623001,幸之苑 4室2厅 92.44平米,高楼层(共6层) 2007年建板楼,508,54955,2019.06.23,baoshan,l4
32631079,共康公寓 4室2厅 92.89平米,高楼层(共6层) 2004年建板楼,512,55119,2018.05.13,baoshan,l4
32639158,上大阳光乾宁园 4室2厅 106.88平米,低楼层(共6层) 2005年建板楼,520,48653,2018.05.07,baoshan,l4
32647238,复星花园(行知路635弄) 4室3厅 100.4平米,高楼层(共6层) 1998年建板楼,560,55777,2018.03.19,baoshan,l4
32655319,绿地公元1860 4室2厅 91.74平米,低楼层(共3层) 2012年建板楼,750,81753,2016.03.22,baoshan,l4
32663401,当代高邸 5室3厅 102.44平米,高楼层(共6层) 2004年建板楼,633,61793,2021.03.20,baoshan,l5
32671484,招商海德名门 5室2厅 104平米,高楼层(共5层) 2015年建板楼,604,58077,2020.07.12,baoshan,l5
32679568,万科琥珀郡园 5室1厅 109.65平米,高楼层(共6层) 2010年建板楼,510,46512,2017.03.29,baoshan,l5
32687653,远洋香奈 5室2厅 91.11平米,高楼层(共18层) 2014年建板楼,600,65855,2017.02.04,baoshan,l5
32695739,星福家园 2室2厅 113.69平米,中楼层(共11层) 2005年建板楼,573,50401,2021.06.10,baoshan,l2
32703826,逸仙华庭 2室2厅 113.22平米,中楼层(共16层) 2006年建板楼,755,66685,2021.05.12,baoshan,l2
32711914,聚丰景都 2室2厅 121.82平米,高楼层(共11层) 2008年建板楼,645,52947,2021.05.03,baoshan,l2
32720003,聚丰景都 2室2厅 120.67平米,中楼层(共11层) 2008年建板楼,640,53038,2021.04.17,baoshan,l2
32728093,经纬弘汇地标家园 2室2厅 110.19平米,高楼层(共22层) 2014年建板楼,745,67611,2021.03.22,baoshan,l2
32736184,中环一号(一期) 2室2厅 119.46平米,低楼层(共14层) 2008年建板楼,635,53156,2021.03.12,baoshan,l2
32744276,经纬弘汇地标家园 2室2厅 110.01平米,中楼层(共20层) 2014年建板楼,725,65904,2021.02.06,baoshan,l2
32752369,经纬观澜弘郡家园(三期) 2室2厅 128.02平米,低楼层(共14层) 2009年建板楼,571,44603,2021.01.17,baoshan,l2
32760463,梧桐城邦(一期) 2室2厅 118.79平米,低楼层(共5层) 2006年建板楼,540,45459,2020.10.06,baoshan,l2
32768558,上大阳光乾恩园 2室2厅 127.99平米,低楼层(共10层) 2004年建板楼,510,39847,2020.08.26,baoshan,l2
32776654,聚丰景都 2室2厅 121.82平米,中楼层(共11层) 2008年建板楼,550,45149,2020.08.19,baoshan,l2
32784751,经纬弘汇地标家园 2室2厅 116.21平米,中楼层(共18层) 2014年建板楼,610,52492,2020.06.26,baoshan,l2
32792849,经纬阳光水岸家园(一期) 2室2厅 110.69平米,高楼层(共11层) 2005年建板楼,556,50231,2020.06.01,baoshan,l2
32800948,美岸栖庭(公寓) 2室2厅 115.52平米,低楼层(共14层) 2007年建板楼,540,46746,2020.05.17,baoshan,l2
32809048,经纬弘汇地标家园 2室2厅 110.79平米,中楼层(共20层) 2014年建板楼,565,50998,2020.04.11,baoshan,l2
32817149,康泰新城 2室2厅 114.29平米,高楼层(共11层) 2003年建板楼,580,50749,2019.07.14,baoshan,l2
32825251,中艺花园 2室2厅 115.33平米,中楼层(共11层) 2003年建板楼,530,45956,2019.06.24,baoshan,l2
32833354,幸之苑 2室2厅 114.17平米,中楼层(共18层) 2001年建板楼,570,49926,2019.06.02,baoshan,l2
32841458,白玉兰花园 2室2厅 112.95平米,低楼层(共8层) 2003年建板楼,555,49137,2019.03.13,baoshan,l2
32849563,璟都新园 2室2厅 124.06平米,中楼层(共16层) 2000年建板楼,560,45140,2019.01.29,baoshan,l2
32857669,幸之苑 2室2厅 115.73平米,高楼层(共18层) 2001年建板楼,506,43723,2018.10.22,baoshan,l2
32865776,九英里 2室2厅 123平米,低楼层(共11层) 2007年建板楼,500,40651,2018.06.11,baoshan,l2
32873884,经纬阳光水岸家园(一期) 2室2厅 110.58平米,高楼层(共11层) 2005年建板楼,520,47025,2018.04.04,baoshan,l2
32881993,住友宝莲 2室2厅 112平米,低楼层(共8层) 2003年建板楼,648,57858,2018.03.15,baoshan,l2
32890103,华能城市花园 2室2厅 117.27平米,低楼层(共18层) 2001年建板楼,650,55428,2018.03.13,baoshan,l2
32898214,建宇公寓 2室2厅 123.9平米,高楼层(共18层) 2004年建板楼,540,43584,2018.03.04,baoshan,l2
32906326,经纬弘汇地标家园 2室2厅 110.12平米,中楼层(共22层) 2014年建板楼,560,50854,2018.02.10,baoshan,l2
32914439,经纬阳光水岸家园(一期) 2室2厅 110.88平米,高楼层(共11层) 2005年建板楼,520,46898,2017.09.15,baoshan,l2
32922553,经纬阳光水岸家园(一期) 2室2厅 110.88平米,低楼层(共11层) 2005年建板楼,525,47349,2017.04.19,baoshan,l2
32930668,经纬阳光水岸家园(一期) 2室2厅 112.61平米,高楼层(共9层) 2005年建板楼,500,44402,2016.10.14,baoshan,l2
32938784,新天地荻泾花园 3室2厅 123.48平米,中楼层(共7层) 2010年建板楼,550,44542,2021.11.20,baoshan,l3
32946901,天馨花园(公寓) 3室2厅 127.28平米,低楼层(共14层) 2005年建板楼,525,41248,2021.10.25,baoshan,l3
32955019,慧华苑 3室2厅 117.62平米,低楼层(共6层) 2009年建板楼,515,43786,2021.10.18,baoshan,l3
32963138,当代高邸 3室2厅 117.21平米,高楼层(共6层) 2003年建板楼,598,51020,2021.10.16,baoshan,l3
32971258,学林苑 3室2厅 127.91平米,低楼层(共6层) 2004年建板楼,680,53163,2021.10.07,baoshan,l3
32979379,保利叶之林(一期) 3室2厅 120.94平米,低楼层(共14层) 2014年建板楼,730,60361,2021.10.05,baoshan,l3
32987501,招商中环华府 3室2厅 120.29平米,高楼层(共17层) 2018年建板楼,795,66091,2021.10.01,baoshan,l3
32995624,华能城市花园 3室2厅 128.45平米,高楼层(共6层) 2001年建板楼,780,60725,2021.09.26,baoshan,l3
33003748,中环一号(一期) 3室2厅 111.39平米,低楼层(共13层) 2008年建板楼,675,60598,2021.09.20,baoshan,l3
33011873,万科四季花城 3室2厅 124.75平米,中楼层(共5层) 2004年建板楼,520,41684,2021.09.18,baoshan,l3
33019999,锦秋花园 3室2厅 112.7平米,高楼层(共12层) 2007年建板楼,622,55191,2021.09.10,baoshan,l3
33028126,经纬学府涵青花园(二期) 3室2厅 116.44平米,中楼层(共13层) 2007年建板楼,725,62264,2021.08.16,baoshan,l3
33036254,好日子大家园B区 3室2厅 117.71平米,高楼层(共6层) 2007年建板楼,528,44857,2021.07.14,baoshan,l3
33044383,友谊家园 3室2厅 121.84平米,中楼层(共6层) 2009年建板楼,501,41120,2021.07.02,baoshan,l3
33052513,淞宏苑 3室2厅 110.61平米,低楼层(共4层) 2002年建板楼,624,56415,2021.06.19,baoshan,l3
33060644,万科四季花城 3室2厅 120.5平米,高楼层(共6层) 2004年建板楼,523,43403,2021.06.13,baoshan,l3
33068776,九英里 3室2厅 123.75平米,低楼层(共12层) 2007年建板楼,680,54950,2021.06.12,baoshan,l3
33076909,屹立家园 3室2厅 118.87平米,中楼层(共6层) 2004年建板楼,652,54850,2021.06.06,baoshan,l3
33085043,梧桐城邦(二期) 3室1厅 120.49平米,高楼层(共6层) 2010年建板楼,786,65234,2021.06.05,baoshan,l3
33093178,万科四季花城 3室2厅 123.97平米,中楼层(共5层) 2004年建板楼,560,45173,2021.05.29,baoshan,l3
33101314,逸居苑 3室2厅 110平米,高楼层(共13层) 2008年建板楼,655,59546,2021.05.28,baoshan,l3
33109451,好日子大家园B区 3室2厅 129.53平米,中楼层(共6层) 2007年建板楼,535,41304,2021.05.21,baoshan,l3
33117589,学林苑 3室1厅 112.09平米,中楼层(共10层) 2004年建板楼,606,54064,2021.05.17,baoshan,l3
33125728,友谊家园 3室2厅 127.91平米,高楼层(共6层) 2006年建板楼,511,39950,2021.05.16,baoshan,l3
33133868,远洋香奈 3室2厅 111.59平米,低楼层(共18层) 2014年建板楼,561,50274,2021.05.10,baoshan,l3
33142009,保利叶语(二期)(公寓) 3室2厅 121.16平米,低楼层(共17层) 2013年建板楼,630,51998,2021.05.09,baoshan,l3
33150151,中铁青秀城东区 3室2厅 111.46平米,低楼层(共11层) 2014年建板楼,555,49794,2021.05.09,baoshan,l3
33158294,祁连欣苑 3室2厅 114.96平米,中楼层(共6层) 2006年建板楼,590,51323,2021.05.08,baoshan,l3
33166438,学林苑 3室2厅 124.19平米,低楼层(共6层) 2004年建板楼,650,52340,2021.04.25,baoshan,l3
33174583,万科四季花城 3室2厅 128.86平米,中楼层(共6层) 2004年建板楼,568,44079,2021.04.24,baoshan,l3
33182729,保利叶语(二期)(公寓) 4室2厅 124.07平米,高楼层(共17层) 2013年建板塔结合,790,63674,2021.10.26,baoshan,l4
33190876,万科启宸 4室2厅 125平米,低楼层(共6层) 板楼,580,46400,2021.10.07,baoshan,l4
33199024,锦龙苑 4室2厅 126.22平米,高楼层(共6层) 2007年建板楼,660,52290,2021.07.17,baoshan,l4
33207173,保利叶语(二期)(公寓) 4室2厅 123.97平米,中楼层(共19层) 2013年建板楼,760,61306,2021.04.28,baoshan,l4
33215323,保利熙悦名邸 4室2厅 117.87平米,中楼层(共25层) 2018年建板楼,774,65666,2021.04.24,baoshan,l4
33223474,保利叶语(一期)(公寓) 4室2厅 128.84平米,低楼层(共21层) 2012年建板塔结合,745,57824,2021.04.07,baoshan,l4
33231626,保利叶语(二期)(公寓) 4室2厅 127.81平米,低楼层(共21层) 2013年建板楼,748,58525,2021.04.05,baoshan,l4
33239779,保利叶语(二期)(公寓) 4室2厅 118.63平米,低楼层(共21层) 2013年建板楼,712,60019,2021.01.20,baoshan,l4
33247933,保利叶语(一期)(公寓) 4室2厅 115.2平米,高楼层(共16层) 2012年建板塔结合,716,62153,2021.01.20,baoshan,l4
33256088,上大阳光乾静园 4室2厅 110.89平米,高楼层(共6层) 2005年建板楼,562,50681,2021.01.09,baoshan,l4
33264244,三门路485弄 4室2厅 110.08平米,高楼层(共6层) 1996年建板楼,515,46785,2021.01.03,baoshan,l4
33272401,保利叶语(二期)(公寓) 4室2厅 125.02平米,中楼层(共17层) 2013年建板楼,695,55592,2020.12.31,baoshan,l4
33280559,保利叶语(一期)(公寓) 4室2厅 115.27平米,中楼层(共21层) 2012年建板塔结合,666,57778,2020.12.31,baoshan,l4
33288718,保利叶语(二期)(公寓) 4室2厅 125.47平米,中楼层(共17层) 2013年建板楼,691,55073,2020.12.27,baoshan,l4
33296878,保利叶语(二期)(公寓) 4室2厅 127.15平米,高楼层(共21层) 2013年建板楼,745,58593,2020.12.23,baoshan,l4
33305039,保利叶语(一期)(公寓) 4室2厅 115.34平米,低楼层(共17层) 2012年建板塔结合,580,50287,2020.12.06,baoshan,l4
33313201,保利叶语(二期)(公寓) 4室2厅 127.15平米,高楼层(共21层) 2013年建板楼,707,55604,2020.11.23,baoshan,l4
33321364,嘉骏花苑 4室1厅 124.49平米,高楼层(共6层) 2004年建板楼,565,45386,2020.11.15,baoshan,l4
33329528,保利叶语(一期)(公寓) 4室2厅 128.52平米,中楼层(共22层) 2012年建板塔结合,710,55245,2020.11.07,baoshan,l4
33337693,象屿郦庭 4室2厅 127.96平米,高楼层(共13层) 2013年建板楼,753,58847,2020.10.25,baoshan,l4
33345859,象屿郦庭 4室2厅 123.23平米,中楼层(共13层) 2013年建板楼,696,56480,2020.10.25,baoshan,l4
33354026,保利叶语(一期)(公寓) 4室1厅 115.35平米,低楼层(共16层) 2012年建板塔结合,658,57044,2020.10.21,baoshan,l4
33362194,保利叶语(二期)(公寓) 4室2厅 127.81平米,中楼层(共21层) 2013年建板楼,697,54535,2020.10.10,baoshan,l4
33370363,保利叶语(二期)(公寓) 4室2厅 122.45平米,低楼层(共17层) 2013年建板楼,645,52675,2020.10.06,baoshan,l4
33378533,保利叶语(二期)(公寓) 4室2厅 126.69平米,中楼层(共21层) 2013年建板楼,708,55885,2020.09.20,baoshan,l4
33386704,中环国际公寓(一期) 4室2厅 127.36平米,低楼层(共18层) 2012年建板楼,717,56298,2020.08.30,baoshan,l4
33394876,保利叶语(一期)(公寓) 4室2厅 125.57平米,高楼层(共21层) 2012年建板塔结合,648,51605,2020.08.26,baoshan,l4
33403049,保利叶语(一期)(公寓) 4室2厅 115.14平米,高楼层(共17层) 2012年建板塔结合,655,56888,2020.08.17,baoshan,l4
33411223,中环一号(二期) 4室2厅 129.19平米,中楼层(共18层) 2012年建板楼,771,59680,2020.08.12,baoshan,l4
33419398,中环国际公寓(一期) 4室2厅 128.32平米,低楼层(共18层) 2012年建板楼,758,59072,2020.08.08,baoshan,l4
33427574,新天地荻泾花园 5室2厅 125.71平米,高楼层(共7层) 2010年建板楼,572,45502,2020.10.27,baoshan,l5
33435751,四季绿城 5室3厅 112.5平米,高楼层(共6层) 2008年建板楼,598,53156,2020.07.22,baoshan,l5
33443929,金辉兰湖美域 5室2厅 129.3平米,高楼层(共6层) 2013年建板楼,575,44471,2019.11.09,baoshan,l5
33452108,共和小区 5室4厅 129.29平米,低楼层(共6层) 1999年建板楼,700,54142,2019.08.10,baoshan,l5
33460288,金辉兰湖美域 5室3厅 129平米,高楼层(共5层) 2013年建板楼,610,47287,2019.07.08,baoshan,l5
33468469,金辉兰湖美域 5室3厅 119.76平米,高楼层(共5层) 2013年建板楼,530,44256,2016.10.23,baoshan,l5
33476651,枫庭丽苑 5室1厅 129.27平米,中楼层(共6层) 2003年建板楼,670,51830,2016.09.14,baoshan,l5
33484834,兴景佳苑 5室2厅 125.56平米,高楼层(共6层) 2004年建板楼,500,39822,2016.08.28,baoshan,l5
33493018,信达郡庭 7室3厅 125.01平米,高楼层(共8层) 2012年建板楼,650,51996,2021.01.19,baoshan,l6
33501203,当代高邸 6室2厅 117.38平米,高楼层(共6层) 2003年建板楼,534,45494,2019.09.29,baoshan,l6
33509389,当代高邸 7室2厅 129.16平米,高楼层(共6层) 2003年建板楼,577,44674,2018.04.09,baoshan,l6
33517576,上大阳光乾清园 6室3厅 122.7平米,高楼层(共6层) 2003年建板楼,515,41973,2017.12.12,baoshan,l6
33525764,万科四季花城 6室2厅 127.83平米,高楼层(共6层) 2004年建板楼,550,43026,2016.10.23,baoshan,l6
33533953,高境一村 2室1厅 135.01平米,中楼层(共18层) 2001年建板楼,620,45923,2021.02.27,baoshan,l2
33542143,梧桐城邦(二期) 2室2厅 133.74平米,低楼层(共5层) 2010年建板楼,572,42770,2020.12.31,baoshan,l2
33550334,美岸栖庭(公寓) 2室2厅 142平米,低楼层(共11层) 2005年建板楼,596,41972,2018.12.10,baoshan,l2
33558526,九英里 2室2厅 133平米,低楼层(共12层) 2007年建板楼,527,39610,2018.06.19,baoshan,l2
33566719,昌鑫时代绿园 2室1厅 131.47平米,中楼层(共7层) 2003年建板楼,600,45638,2016.10.25,baoshan,l2
33574913,聚丰景都 3室2厅 133.73平米,中楼层(共14层) 2008年建板楼,695,51971,2021.11.17,baoshan,l3
33583108,锦秋花园 3室2厅 137.07平米,中楼层(共6层) 2007年建板楼,683,49793,2021.10.23,baoshan,l3
33591304,康桥水都(公寓) 3室2厅 143.6平米,高楼层(共6层) 2005年建板楼,508,35377,2021.09.23,baoshan,l3
33599501,三门路505弄 3室2厅 139.79平米,高楼层(共7层) 1999年建板楼,658,47071,2021.06.21,baoshan,l3
33607699,新顾村大家园C区 3室2厅 130.71平米,低楼层(共6层) 2006年建板楼,515,39401,2021.06.19,baoshan,l3
33615898,新顾村大家园A区 3室2厅 137.45平米,中楼层(共10层) 2006年建板楼,524,38109,2021.06.16,baoshan,l3
33624098,富隆苑 3室2厅 135.09平米,高楼层(共14层) 2004年建板楼,590,43675,2021.06.11,baoshan,l3
33632299,远景佳苑一期 3室2厅 146.43平米,高楼层(共6层) 2000年建板楼,680,46439,2021.05.08,baoshan,l3
33640501,经纬阳光水岸家园(一期) 3室2厅 136.09平米,低楼层(共11层) 2005年建板楼,765,56213,2021.04.30,baoshan,l3
33648704,锦秋花园 3室2厅 135.52平米,低楼层(共3层) 1999年建板楼,762,56228,2021.03.31,baoshan,l3
33656908,康泰新城 3室2厅 135.01平米,中楼层(共6层) 2003年建板楼,748,55404,2021.03.20,baoshan,l3
33665113,经纬阳光水岸家园(一期) 3室2厅 140平米,低楼层(共11层) 2005年建板楼,750,53572,2021.02.02,baoshan,l3
33673319,柏丽华庭 3室2厅 139.8平米,低楼层(共18层) 2008年建板楼,606,43348,2021.02.01,baoshan,l3
33681526,文华苑(宝山) 3室2厅 148平米,高楼层(共6层) 2000年建板楼,723,48852,2021.01.31,baoshan,l3
33689734,文华苑(宝山) 3室2厅 136.25平米,低楼层(共10层) 2000年建板楼,768,56367,2021.01.31,baoshan,l3
33697943,金辉兰湖美域 3室2厅 141.37平米,中楼层(共5层) 2014年建板楼,555,39259,2021.01.30,baoshan,l3
33706153,锦秋花园 3室2厅 135.82平米,高楼层(共15层) 2007年建板楼,720,53012,2021.01.25,baoshan,l3
33714364,康桥水都(公寓) 3室2厅 147.06平米,中楼层(共6层) 2005年建板楼,518,35224,2021.01.23,baoshan,l3
33722576,中环一号(一期) 3室2厅 131.95平米,中楼层(共14层) 2008年建板楼,758,57447,2021.01.13,baoshan,l3
33730789,宏润韶光花园 3室2厅 137.91平米,高楼层(共14层) 2007年建板楼,534,38721,2021.01.13,baoshan,l3
33739003,柏丽华庭 3室2厅 139.8平米,中楼层(共18层) 2008年建板楼,580,41488,2021.01.07,baoshan,l3
33747218,馨康苑 3室2厅 135.96平米,低楼层(共6层) 2004年建板楼,767,56414,2021.01.04,baoshan,l3
33755434,经纬阳光水岸家园(一期) 3室2厅 138.45平米,中楼层(共11层) 2005年建板楼,790,57061,2021.01.03,baoshan,l3
33763651,万科琥珀郡园 3室2厅 142.48平米,低楼层(共8层) 2012年建板楼,530,37199,2021.01.03,baoshan,l3
33771869,经纬学府涵青花园(二期) 3室2厅 130.65平米,中楼层(共12层) 2007年建板楼,736,56334,2021.01.02,baoshan,l3
33780088,大华公园世家康华苑 3室2厅 137.42平米,中楼层(共18层) 2002年建板楼,771,56106,2021.01.02,baoshan,l3
33788308,富隆苑 3室2厅 134.99平米,低楼层(共14层) 2004年建板楼,540,40003,2020.12.31,baoshan,l3
33796529,经纬学府涵青花园(二期) 3室2厅 147.31平米,中楼层(共13层) 2007年建板楼,675,45822,2020.12.21,baoshan,l3
33804751,富都园 3室2厅 131.86平米,高楼层(共6层) 2003年建板楼,528,40043,2020.12.21,baoshan,l3
33812974,聚丰景都 3室2厅 144.46平米,低楼层(共20层) 2009年建板楼,575,39804,2020.12.05,baoshan,l3
33821198,昌鑫世纪园 4室2厅 148.49平米,高楼层(共6层) 2002年建板楼,717,48287,2021.09.05,baoshan,l4
33829423,正荣国领(公寓) 4室2厅 140.98平米,低楼层(共5层) 板楼,518,36743,2021.08.25,baoshan,l4
33837649,康桥水都(公寓) 4室2厅 138.33平米,低楼层(共15层) 2007年建板楼,615,44459,2021.07.31,baoshan,l4
33845876,中环一号(三期) 4室2厅 144.29平米,高楼层(共17层) 2015年建板楼,678,46989,2021.06.23,baoshan,l4
33854104,和欣国际花园 4室3厅 141.52平米,低楼层(共17层) 2007年建板楼,666,47061,2021.06.06,baoshan,l4
33862333,招商海德名门 4室2厅 133平米,高楼层(共11层) 2013年建板楼,594,44662,2021.04.18,baoshan,l4
33870563,富弘苑 4室2厅 142平米,高楼层(共6层) 2003年建板楼,584,41113,2021.04.17,baoshan,l4
33878794,经纬学府涵青花园(二期) 4室2厅 130.99平米,低楼层(共14层) 2007年建板楼,633,48325,2021.04.16,baoshan,l4
33887026,康泰新城 4室2厅 144.42平米,高楼层(共6层) 2002年建板楼,735,50894,2021.03.21,baoshan,l4
33895259,淞宏苑 4室2厅 141.64平米,高楼层(共6层) 2002年建板楼,512,36134,2021.02.25,baoshan,l4
33903493,绿地公元1860 4室2厅 147平米,低楼层(共4层) 2012年建板楼,733,49864,2021.01.12,baoshan,l4
33911728,香逸湾 4室2厅 134平米,高楼层(共12层) 2010年建板楼,663,49478,2021.01.11,baoshan,l4
33919964,当代高邸 4室2厅 142.08平米,高楼层(共6层) 2003年建板楼,600,42230,2021.01.10,baoshan,l4
33928201,中环一号(一期) 4室2厅 130.08平米,低楼层(共11层) 2008年建板楼,715,54967,2021.01.07,baoshan,l4
33936439,和欣国际花园 4室3厅 146.14平米,低楼层(共17层) 2010年建板楼,571,39073,2020.12.26,baoshan,l4
33944678,锦秋花园 4室2厅 139.18平米,低楼层(共3层) 2002年建板楼,728,52307,2020.12.13,baoshan,l4
33952918,中环一号(五期) 4室2厅 132.35平米,中楼层(共18层) 2013年建板楼,793,59917,2020.12.06,baoshan,l4
33961159,昌鑫世纪园 4室2厅 147.92平米,高楼层(共6层) 2002年建板楼,718,48540,2020.12.01,baoshan,l4
33969401,上大阳光乾宁园 4室2厅 137.43平米,高楼层(共6层) 2005年建板楼,588,42786,2020.11.14,baoshan,l4
33977644,中环一号(一期) 4室2厅 138.79平米,中楼层(共14层) 2011年建板楼,789,56849,2020.11.10,baoshan,l4
33985888,新逸仙公寓 4室2厅 146.91平米,高楼层(共6层) 2001年建板楼,564,38391,2020.09.29,baoshan,l4
33994133,金辉兰湖美域 4室2厅 143平米,中楼层(共5层) 2013年建板楼,598,41819,2020.09.24,baoshan,l4
34002379,远景佳苑二期 4室2厅 145.27平米,高楼层(共6层) 2004年建板楼,662,45571,2020.09.01,baoshan,l4
34010626,三湘海尚城(公寓) 4室2厅 131.98平米,高楼层(共18层) 2012年建板楼,768,58191,2020.08.31,baoshan,l4
34018874,中环一号(五期) 4室2厅 134.77平米,中楼层(共8层) 2013年建板楼,685,50791,2020.07.20,baoshan,l4
34027123,万业紫辰苑 4室2厅 132.42平米,高楼层(共28层) 2012年建板楼,580,43801,2020.07.19,baoshan,l4
34035373,融创玉兰公馆 4室2厅 131.66平米,低楼层(共15层) 2015年建板楼,645,48990,2020.07.08,baoshan,l4
34043624,上大阳光乾静园 4室2厅 148.9平米,高楼层(共6层) 2005年建板楼,594,39893,2020.07.05,baoshan,l4
34051876,锦秋花园 4室2厅 138平米,低楼层(共1层) 2001年建板楼,658,47682,2020.07.03,baoshan,l4
34060129,昌鑫世纪园 4室2厅 147.46平米,高楼层(共6层) 2002年建板楼,595,40350,2020.06.26,baoshan,l4
34068383,绿地公元1860 5室2厅 146平米,低楼层(共3层) 2012年建板楼,735,50343,2020.10.26,baoshan,l5
34076638,保利叶上海(三期) 5室2厅 147.87平米,中楼层(共24层) 2012年建板楼,715,48354,2020.10.20,baoshan,l5
34084894,保利叶上海(三期) 5室1厅 148平米,低楼层(共24层) 2012年建板楼,670,45271,2020.10.08,baoshan,l5
34093151,保利叶上海(二期) 5室1厅 147.36平米,高楼层(共32层) 2010年建板楼,667,45237,2020.09.24,baoshan,l5
34101409,中环一号(二期) 5室2厅 137.21平米,中楼层(共18层) 2012年建板楼,775,56483,2020.05.13,baoshan,l5
34109668,绿地公元1860 5室1厅 146.33平米,低楼层(共3层) 2012年建板楼,727,49683,2020.03.21,baoshan,l5
34117928,保利叶上海(三期) 5室2厅 147.87平米,低楼层(共24层) 2012年建板楼,580,39224,2019.02.25,baoshan,l5
34126189,保利叶上海(三期) 5室2厅 147平米,低楼层(共24层) 2012年建板楼,680,46259,2018.08.20,baoshan,l5
34134451,保利叶上海(三期) 5室2厅 148.95平米,低楼层(共24层) 2012年建板楼,665,44646,2018.07.22,baoshan,l5
34142714,宝地绿洲城 5室2厅 130.28平米,高楼层(共14层) 2005年建板楼,510,39147,2018.06.09,baoshan,l5
34150978,保利叶上海(三期) 5室2厅 148.95平米,中楼层(共24层) 2012年建板楼,562,37731,2016.07.15,baoshan,l5
34159243,经纬学府涵青花园(二期) 6室3厅 137.05平米,低楼层(共13层) 2009年建板楼,638,46553,2019.09.25,baoshan,l6
34167509,鹏程花苑 1室1厅 195.07平米,高楼层(共5层) 2004年建板楼,745,38192,2016.12.18,baoshan,l1
34175776,梧桐城邦(二期) 2室2厅 157.43平米,低楼层(共6层) 2010年建板楼,530,33666,2016.11.05,baoshan,l2
34184044,水岸蓝桥(公寓) 2室2厅 159.34平米,低楼层(共10层) 2005年建板楼,550,34518,2016.09.27,baoshan,l2
34192313,招商中环华府 3室2厅 162.55平米,低楼层(共17层) 2018年建板楼,780,47986,2021.05.24,baoshan,l3
34200583,高境一村 3室2厅 179.22平米,低楼层(共20层) 2001年建板楼,725,40454,2021.05.15,baoshan,l3
34208854,锦秋花园 3室2厅 151.55平米,低楼层(共3层) 1999年建板楼,775,51139,2021.04.28,baoshan,l3
34217126,远洋香奈 3室2厅 170.25平米,低楼层(共18层) 2014年建板楼,692,40647,2021.03.20,baoshan,l3
